,link,gender,height,weight,firstAppearance,firstAppearanceDate,yearFirstAppeared,heightInInches,weightInPounds,name,universe
289,http://dc.wikia.com/wiki/Fay_Moffit_(New_Earth),Female,"5' 6""",137 lbs (62 kg),"Detective Comics  #691(November, 1995)","November, 1995",1995,66,137,Fay Moffit,New Earth
290,http://dc.wikia.com/wiki/Lonna_Leing_(Post-Zero_Hour),Female,"5' 7""",137 lbs (62 kg),"Legion of Super-Heroes Vol 4  #82(July, 1996)","July, 1996",1996,67,137,Lonna Leing,Post-Zero Hour
291,http://dc.wikia.com/wiki/Lucia_(New_Earth),Female,"5' 6"" (6'0'' as Blackrock)",137 lbs (62 kg) (205 lbs as Blackrock),"Superman Vol 2  #217(July, 2005)","July, 2005",2005,66,137,Lucia,New Earth
292,http://dc.wikia.com/wiki/Mary_Pittarese_(Wildstorm_Universe),Female,"5' 8""",137 lbs (62 kg),"Deathblow  #5(May, 1994)","May, 1994",1994,68,137,Mary Pittarese,Wildstorm Universe
293,http://dc.wikia.com/wiki/Weaver_(New_Earth),Male,"5' 7""",137 lbs (62 kg),"Arion Lord of Atlantis  #28(February, 1985)","February, 1985",1985,67,137,Weaver,New Earth
294,http://dc.wikia.com/wiki/Angela_Hawkins_III_(New_Earth),Female,"5' 11""",138 lbs (63 kg),"New Teen Titans  #14(December, 1981)","December, 1981",1981,71,138,Angela Hawkins III,New Earth
295,http://dc.wikia.com/wiki/Angela_Hawkins_III_(Prime_Earth),Female,"5' 11""",138 lbs (63 kg),"Blue Beetle Vol 9  #1(November, 2011)","November, 2011",2011,71,138,Angela Hawkins III,Prime Earth
296,http://dc.wikia.com/wiki/Carcharo_(New_Earth),Male,"6' 4""",138 lbs (63 kg),"Infinity Inc.  #25(April, 1986)","April, 1986",1986,76,138,Carcharo,New Earth
297,http://dc.wikia.com/wiki/Catwoman_(Selina_Kyle),Female,"5' 7""",138 lbs (63 kg),"Detective Comics  #569(December, 1986)","December, 1986",1986,67,138,Catwoman,Selina Kyle
298,http://dc.wikia.com/wiki/Sala_Nisaba_(New_Earth),Female,"5' 7""",138 lbs (63 kg),Green Lantern Annual Vol 3  #9(2000),2000,2000,67,138,Sala Nisaba,New Earth
299,http://dc.wikia.com/wiki/Selina_Kyle_(Prime_Earth),Female,"5' 7""",138 lbs (63 kg),"Catwoman Vol 4  #1(November, 2011)","November, 2011",2011,67,138,Selina Kyle,Prime Earth
300,http://dc.wikia.com/wiki/Starfire_(New_Earth),Female,"5' 9""",138 lbs (63 kg),"Starfire  #1(September, 1976)","September, 1976",1976,69,138,Starfire,New Earth
301,http://dc.wikia.com/wiki/Eve_Eden_(New_Earth),Female,"5' 8""",139 lbs (63 kg),"Captain Atom (Charlton)  #82(September, 1966)","September, 1966",1966,68,139,Eve Eden,New Earth
302,http://dc.wikia.com/wiki/Jewelee_(New_Earth),Female,"5' 9""",139 lbs (63 kg),"Secret Origins Vol 2  #28(July, 1988)","July, 1988",1988,69,139,Jewelee,New Earth
303,http://dc.wikia.com/wiki/Mary_Batson_(New_Earth),Female,"5' 6""",139 lbs (63 kg),"Power of Shazam (Graphic Novel)(March, 1994)","March, 1994",1994,66,139,Mary Batson,New Earth
304,http://dc.wikia.com/wiki/Mary_Bromfield_(Prime_Earth),Female,"5' 6""",139 lbs (63 kg),"Justice League Vol 2  #8(June, 2012)","June, 2012",2012,66,139,Mary Bromfield,Prime Earth
305,http://dc.wikia.com/wiki/Raven_(New_Earth),Female,"5' 11""",139 lbs (63 kg),"DC Comics Presents  #26(October, 1980)","October, 1980",1980,71,139,Raven,New Earth
306,http://dc.wikia.com/wiki/Xiang_Po_(New_Earth),Female,"5' 5""",139 lbs (63 kg),"Millennium  #2(January, 1988)","January, 1988",1988,65,139,Xiang Po,New Earth
307,http://dc.wikia.com/wiki/Titano_(Earth-One),Male,"34' 8""",14 lbs (6 kg),"Superman  #127(February, 1959)","February, 1959",1959,56,14,Titano,Earth-One
308,http://dc.wikia.com/wiki/Aleister_Hook_(New_Earth),Male,"7' 4""",140 lbs (64 kg),"Superman Vol 2  #15(March, 1988)","March, 1988",1988,88,140,Aleister Hook,New Earth
309,http://dc.wikia.com/wiki/Angel_Beatrix_O%27Day_(New_Earth),Female,"5' 10""",140 lbs (64 kg),"Showcase  #77(September, 1968)","September, 1968",1968,70,140,Angel Beatrix O%27Day,New Earth
310,http://dc.wikia.com/wiki/Bane_(Arkhamverse),Male,"5' 6"" ; 9'2"" (with Experimental Venom)",140 lbs (64 kg) ; 350 lbs. (with Experimental Venom),"Batman: Arkham Asylum: The Road to Arkham(August, 2009)","August, 2009",2009,66,140,Bane,Arkhamverse
311,http://dc.wikia.com/wiki/Barbara_Minerva_(Prime_Earth),Female,"5' 9""",140 lbs (64 kg),"Justice League Vol 2  #10(August, 2012)","August, 2012",2012,69,140,Barbara Minerva,Prime Earth
312,http://dc.wikia.com/wiki/Beatriz_da_Costa_(New_Earth),Female,"5' 8""",140 lbs (64 kg),"DC Comics Presents  #46(June, 1982)","June, 1982",1982,68,140,Beatriz da Costa,New Earth
313,http://dc.wikia.com/wiki/Beatriz_da_Costa_(Prime_Earth),Female,"5' 8""",140 lbs (64 kg),"Justice League International Vol 3  #1(November, 2011)","November, 2011",2011,68,140,Beatriz da Costa,Prime Earth
314,http://dc.wikia.com/wiki/Bernadeth_(New_Earth),Female,"5' 10""",140 lbs (64 kg),"Mister Miracle  #6(February, 1972)","February, 1972",1972,70,140,Bernadeth,New Earth
315,http://dc.wikia.com/wiki/Brek_Bannin_(Pre-Zero_Hour),Male,"5' 5""",140 lbs (64 kg),"Adventure Comics  #306(March, 1963)","March, 1963",1963,65,140,Brek Bannin,Pre-Zero Hour
316,http://dc.wikia.com/wiki/Buddy_Blank_(Earth-AD),Male,"5' 7"" (as Buddy Blank);  6'5"" (as OMAC)",140 lbs (64 kg) (as Buddy Blank);  500 lbs (as OMAC),"OMAC  #1(October, 1974)","October, 1974",1974,67,140,Buddy Blank,Earth-AD
317,http://dc.wikia.com/wiki/Carmen_Leno_(New_Earth),Female,"6' 0""",140 lbs (64 kg),"Resurrection Man  #1(May, 1997)","May, 1997",1997,72,140,Carmen Leno,New Earth
318,http://dc.wikia.com/wiki/Catherine_Grant_(New_Earth),Female,"5' 10""",140 lbs (64 kg),"Adventures of Superman  #424(January, 1987)","January, 1987",1987,70,140,Catherine Grant,New Earth
319,http://dc.wikia.com/wiki/Chrysalis_(New_Earth),Female,"5' 6""",140 lbs (64 kg),"Justice League Quarterly  #17(December, 1994)","December, 1994",1994,66,140,Chrysalis,New Earth
320,http://dc.wikia.com/wiki/Cinnamon_II_(New_Earth),Female,"5' 9""",140 lbs (64 kg),"Cinnamon: El Ciclo  #1(October, 2003)","October, 2003",2003,69,140,Cinnamon II,New Earth
321,http://dc.wikia.com/wiki/Clifton_Lacey_(New_Earth),Male,"5' 7""",140 lbs (64 kg),"Kobra  #2(May, 1976)","May, 1976",1976,67,140,Clifton Lacey,New Earth
322,http://dc.wikia.com/wiki/Cylvia_Anita_Cyber_(New_Earth),Female,"6' 2""",140 lbs (64 kg),"JLA  #61(February, 2002)","February, 2002",2002,74,140,Cylvia Anita Cyber,New Earth
323,http://dc.wikia.com/wiki/Donna_Troy_(New_Earth),Female,"5' 9""",140 lbs (64 kg),"Brave and the Bold  #60(July, 1965)","July, 1965",1965,69,140,Donna Troy,New Earth
324,http://dc.wikia.com/wiki/Eldon_Sinclair_(Impact),Male,"5' 9""",140 lbs (64 kg),"Fly Vol 2  #1(August, 1991)","August, 1991",1991,69,140,Eldon Sinclair,Impact
325,http://dc.wikia.com/wiki/Elizabeth_Lawrence_(New_Earth),Female,"5' 6""",140 lbs (64 kg),"Boy Commandos  #1(December, 1942)","December, 1942",1942,66,140,Elizabeth Lawrence,New Earth
326,http://dc.wikia.com/wiki/Harleen_Quinzel_(Arkhamverse),Female,"5' 7""",140 lbs (64 kg),"Batman: Arkham Asylum: The Road to Arkham(August, 2009)","August, 2009",2009,67,140,Harleen Quinzel,Arkhamverse
327,http://dc.wikia.com/wiki/Harleen_Quinzel_(New_Earth),Female,"5' 7""",140 lbs (64 kg),"Batman: Harley Quinn(October, 1999)","October, 1999",1999,67,140,Harleen Quinzel,New Earth
328,http://dc.wikia.com/wiki/Inada_Akatsu_(New_Earth),Male,"5' 8""",140 lbs (64 kg),Justice League International Annual  #3(1989),1989,1989,68,140,Inada Akatsu,New Earth
329,http://dc.wikia.com/wiki/Jan_Arrah_(Earth-Prime),Male,"5' 7""",140 lbs (64 kg),"Teen Titans/Legion Special  #1(November, 2004)","November, 2004",2004,67,140,Jan Arrah,Earth-Prime
330,http://dc.wikia.com/wiki/Jonathan_Crane_(Arkhamverse),Male,"6' 0""",140 lbs (64 kg),"Batman: Arkham Asylum: The Road to Arkham(August, 2009)","August, 2009",2009,72,140,Jonathan Crane,Arkhamverse
331,http://dc.wikia.com/wiki/Jonathan_Crane_(New_Earth),Male,"6' 0""",140 lbs (64 kg),"Detective Comics  #571(February, 1987)","February, 1987",1987,72,140,Jonathan Crane,New Earth
332,http://dc.wikia.com/wiki/Jonathan_Crane_(Prime_Earth),Male,"6' 0""",140 lbs (64 kg),"Batman Vol 2  #1(November, 2011)","November, 2011",2011,72,140,Jonathan Crane,Prime Earth
333,http://dc.wikia.com/wiki/Julia_Deneiros_(New_Earth),Female,"5' 3""",140 lbs (64 kg),"Wonder Woman Vol 2  #3(April, 1987)","April, 1987",1987,63,140,Julia Deneiros,New Earth
334,http://dc.wikia.com/wiki/Komand%27r_(New_Earth),Female,"6' 2""",140 lbs (64 kg),"Tales of the New Teen Titans  #4(September, 1982)","September, 1982",1982,74,140,Komand%27r,New Earth
335,http://dc.wikia.com/wiki/Lisly_Bonner_(Prime_Earth),Female,"5' 10""",140 lbs (64 kg),"Batgirl Vol 4  #5(March, 2012)","March, 2012",2012,70,140,Lisly Bonner,Prime Earth
336,http://dc.wikia.com/wiki/Mari_McCabe_(New_Earth),Female,"5' 9""",140 lbs (64 kg),"Action Comics  #521(July, 1981)","July, 1981",1981,69,140,Mari McCabe,New Earth
337,http://dc.wikia.com/wiki/Mari_McCabe_(Prime_Earth),Female,"5' 9""",140 lbs (64 kg),"Justice League International Vol 3  #1(November, 2011)","November, 2011",2011,69,140,Mari McCabe,Prime Earth
338,http://dc.wikia.com/wiki/Meridian_(Impact),Female,"6' 0""",140 lbs (64 kg),"Web (Impact)  #3(November, 1991)","November, 1991",1991,72,140,Meridian,Impact
339,http://dc.wikia.com/wiki/Nash_(New_Earth),Female,"5' 8""",140 lbs (64 kg),"Starman Vol 2  #0(October, 1994)","October, 1994",1994,68,140,Nash,New Earth
340,http://dc.wikia.com/wiki/Natalia_Knight_(New_Earth),Female,"5' 10""",140 lbs (64 kg),"Detective Comics  #529(August, 1983)","August, 1983",1983,70,140,Natalia Knight,New Earth
341,http://dc.wikia.com/wiki/Natalia_Mitternacht_(Prime_Earth),Female,"5' 10""",140 lbs (64 kg),"Detective Comics Vol 2  #9(July, 2012)","July, 2012",2012,70,140,Natalia Mitternacht,Prime Earth
342,http://dc.wikia.com/wiki/Sebastian_Blood_IX_(New_Earth),Male,"5' 4""",140 lbs (64 kg),"Outsiders Vol 3  #6(January, 2004)","January, 2004",2004,64,140,Sebastian Blood IX,New Earth
343,http://dc.wikia.com/wiki/Sharon_Vance_(New_Earth),Female,"5' 6""",140 lbs (64 kg),"Superman Vol 2  #149(October, 1999)","October, 1999",1999,66,140,Sharon Vance,New Earth
344,http://dc.wikia.com/wiki/Syonide_II_(New_Earth),Female,"5' 5""",140 lbs (64 kg),"Batman and the Outsiders  #19(March, 1985)","March, 1985",1985,65,140,Syonide II,New Earth
345,http://dc.wikia.com/wiki/Uncle_Sam_(New_Earth),Male,"6' 5""",140 lbs (64 kg),"Justice League of America  #107(October, 1973)","October, 1973",1973,77,140,Uncle Sam,New Earth
346,http://dc.wikia.com/wiki/Ursa_(New_Earth),Female,"5' 10""",140 lbs (64 kg),"Action Comics  #845(January, 2007)","January, 2007",2007,70,140,Ursa,New Earth
347,http://dc.wikia.com/wiki/Veronica_Sinclair_(New_Earth),Female,"5' 9""",140 lbs (64 kg),"JSA Secret Files and Origins  #2(September, 2001)","September, 2001",2001,69,140,Veronica Sinclair,New Earth
348,http://dc.wikia.com/wiki/Veronica_Sinclair_(Prime_Earth),Female,"5' 9""",140 lbs (64 kg),"Catwoman Vol 4  #30(June, 2014)","June, 2014",2014,69,140,Veronica Sinclair,Prime Earth
349,http://dc.wikia.com/wiki/Virgil_Hawkins_(Dakotaverse),Male,"5' 7""",140 lbs (64 kg),"Static  #1(June, 1993)","June, 1993",1993,67,140,Virgil Hawkins,Dakotaverse
350,http://dc.wikia.com/wiki/Virgil_Hawkins_(DCAU),Male,"5' 7""",140 lbs (64 kg),"Superman & Batman Magazine  #7(December, 1994)","December, 1994",1994,67,140,Virgil Hawkins,DCAU
351,http://dc.wikia.com/wiki/Walter_Kovacs_(Watchmen),Male,"5' 6""",140 lbs (64 kg),"Watchmen  #1(September, 1986)","September, 1986",1986,66,140,Walter Kovacs,Watchmen
352,http://dc.wikia.com/wiki/Willoughby_Kipling_(New_Earth),Male,"6' 0""",140 lbs (64 kg),"Doom Patrol Vol 2  #31(April, 1990)","April, 1990",1990,72,140,Willoughby Kipling,New Earth
353,http://dc.wikia.com/wiki/Wing_How_(New_Earth),Male,"5' 6""",140 lbs (64 kg),"Detective Comics  #20(October, 1938)","October, 1938",1938,66,140,Wing How,New Earth
354,http://dc.wikia.com/wiki/Charise_Carnes_(Prime_Earth),Female,"5' 11""",141 lbs (64 kg),"Batgirl Vol 4  #10(August, 2012)","August, 2012",2012,71,141,Charise Carnes,Prime Earth
355,http://dc.wikia.com/wiki/Elizabeth_Kane_(Prime_Earth),Female,"5' 11""",141 lbs (64 kg),"Batwoman Vol 2  #1(November, 2011)","November, 2011",2011,71,141,Elizabeth Kane,Prime Earth
356,http://dc.wikia.com/wiki/Jinx_(New_Earth),Female,"5' 9""",141 lbs (64 kg),"Tales of the Teen Titans  #56(August, 1985)","August, 1985",1985,69,141,Jinx,New Earth
357,http://dc.wikia.com/wiki/Katherine_Kane_(Prime_Earth),Female,"5' 11""",141 lbs (64 kg),"Batwoman Vol 2  #1(November, 2011)","November, 2011",2011,71,141,Katherine Kane,Prime Earth
358,http://dc.wikia.com/wiki/Sandra_Wu-San_(New_Earth),Female,"5' 8""",141 lbs (64 kg),"Richard Dragon, Kung-Fu Fighter  #5(January, 1976)","January, 1976",1976,68,141,Sandra Wu-San,New Earth
359,http://dc.wikia.com/wiki/Talia_al_Ghul_(Arkhamverse),Female,"5' 7""",141 lbs (64 kg),"Batman: Arkham City(October 18, 2011)","October 18, 2011",2011,67,141,Talia al Ghul,Arkhamverse
360,http://dc.wikia.com/wiki/Talia_al_Ghul_(New_Earth),Female,"5' 8""",141 lbs (64 kg),"Detective Comics  #411(May, 1971)","May, 1971",1971,68,141,Talia al Ghul,New Earth
361,http://dc.wikia.com/wiki/Arnold_Wesker_(New_Earth),Male,"5' 7""",142 lbs (64 kg),"Detective Comics  #583(February, 1988)","February, 1988",1988,67,142,Arnold Wesker,New Earth
362,http://dc.wikia.com/wiki/Kong_(New_Earth),Male,"5' 3""",142 lbs (64 kg),"Kong the Untamed  #1(July, 1975)","July, 1975",1975,63,142,Kong,New Earth
363,http://dc.wikia.com/wiki/La_Salamanca_(New_Earth),Female,"5' 8""",142 lbs (64 kg),"Flash Annual Vol 2  #13(September, 2000)","September, 2000",2000,68,142,La Salamanca,New Earth
364,http://dc.wikia.com/wiki/Urania_Blackwell_(New_Earth),Female,"5' 10""",142 lbs (64 kg),"Metamorpho  #10(February, 1967)","February, 1967",1967,70,142,Urania Blackwell,New Earth
365,http://dc.wikia.com/wiki/Diego_Irigoyen_(New_Earth),Male,"7' 6""",1425 lbs (646 kg),"Superman Annual Vol 2  #12(August, 2000)","August, 2000",2000,90,142,Diego Irigoyen,New Earth
366,http://dc.wikia.com/wiki/Delilah_Tyler_(New_Earth),Female,"5' 8""",143 lbs (65 kg),"Action Comics  #636(January, 1989)","January, 1989",1989,68,143,Delilah Tyler,New Earth
367,http://dc.wikia.com/wiki/Linda_Friitawa_(Prime_Earth),Female,"5' 9""",143 lbs (65 kg),"Batman: The Dark Knight Vol 2  #1(November, 2011)","November, 2011",2011,69,143,Linda Friitawa,Prime Earth
368,http://dc.wikia.com/wiki/Miriam_Delgado_(Team_Titans),Female,"5' 7""",143 lbs (65 kg),"New Titans  #79(September, 1991)","September, 1991",1991,67,143,Miriam Delgado,Team Titans
369,http://dc.wikia.com/wiki/Serifan_(New_Earth),Male,"5' 7""",143 lbs (65 kg),"Forever People  #1(March, 1971)","March, 1971",1971,67,143,Serifan,New Earth
370,http://dc.wikia.com/wiki/Anthony_Rodriguez_Clone_(New_Earth),Male,"4' 11""",144 lbs (65 kg),"Superman's Pal, Jimmy Olsen  #133(October, 1970)","October, 1970",1970,59,144,Anthony Rodriguez Clone,New Earth
371,http://dc.wikia.com/wiki/Renee_Montoya_(New_Earth),Female,"5' 8""",144 lbs (65 kg),"Batman  #475(March, 1992)","March, 1992",1992,68,144,Renee Montoya,New Earth
372,http://dc.wikia.com/wiki/Renee_Montoya_(Prime_Earth),Female,"5' 8""",144 lbs (65 kg),"Batwoman Vol 2  #1(November, 2011)","November, 2011",2011,68,144,Renee Montoya,Prime Earth
373,http://dc.wikia.com/wiki/Barbara_Eileen_Gordon_(Prime_Earth),Female,"5' 7""",145 lbs (66 kg),"Batgirl Vol 4  #4(February, 2012)","February, 2012",2012,67,145,Barbara Eileen Gordon,Prime Earth
374,http://dc.wikia.com/wiki/Bartholomew_Allen_II_(New_Earth),Male,"5' 7""",145 lbs (66 kg),"Flash Vol 2  #92(July, 1994)","July, 1994",1994,67,145,Bartholomew Allen II,New Earth
375,http://dc.wikia.com/wiki/Christina_Bell_(Arkhamverse),Female,"5' 9""",145 lbs (66 kg),"Batman: Arkham Knight(June 23, 2015)","June 23, 2015",2015,69,145,Christina Bell,Arkhamverse
376,http://dc.wikia.com/wiki/Circe_(New_Earth),Female,"5' 11""",145 lbs (66 kg),"Wonder Woman Vol 2  #17(June, 1988)","June, 1988",1988,71,145,Circe,New Earth
377,http://dc.wikia.com/wiki/Copperhead_(Arkhamverse),Female,"5' 10""",145 lbs (66 kg),"Batman: Arkham Origins(October 25, 2013)","October 25, 2013",2013,70,145,Copperhead,Arkhamverse
378,http://dc.wikia.com/wiki/Dolphin_(New_Earth),Female,"5' 10""",145 lbs (66 kg),"Showcase  #79(December, 1968)","December, 1968",1968,70,145,Dolphin,New Earth
379,http://dc.wikia.com/wiki/Felicity_Smoak_(New_Earth),Female,"5' 8""",145 lbs (66 kg),"Firestorm Vol 2  #23(May, 1984)","May, 1984",1984,68,145,Felicity Smoak,New Earth
380,http://dc.wikia.com/wiki/Francisco_Ramon_(Prime_Earth),Male,"5' 7""",145 lbs (66 kg),"The New 52: FCBD Special Edition  #1(June, 2012)","June, 2012",2012,67,145,Francisco Ramon,Prime Earth
381,http://dc.wikia.com/wiki/Frederick_von_Frankenstein_(New_Earth),Male,"5' 10""",145 lbs (66 kg),"Superman: Man of Steel  #61(October, 1996)","October, 1996",1996,70,145,Frederick von Frankenstein,New Earth
382,http://dc.wikia.com/wiki/Garth_Ranzz_(Earth-Prime),Male,"5' 10""",145 lbs (66 kg),"Teen Titans/Legion Special  #1(November, 2004)","November, 2004",2004,70,145,Garth Ranzz,Earth-Prime
383,http://dc.wikia.com/wiki/Garth_Ranzz_(Post-Zero_Hour),Male,"5' 10""",145 lbs (66 kg),"Legion of Super-Heroes Vol 4  #0(October, 1994)","October, 1994",1994,70,145,Garth Ranzz,Post-Zero Hour
384,http://dc.wikia.com/wiki/Guillermo_Barrera_(New_Earth),Male,"5' 4""",145 lbs (66 kg),"Nightwing Vol 2  #22(July, 1998)","July, 1998",1998,64,145,Guillermo Barrera,New Earth
385,http://dc.wikia.com/wiki/Hershel_Goldstein_(Wildstorm_Universe),Male,"6' 0""",145 lbs (66 kg),"Brass  #1(August, 1996)","August, 1996",1996,72,145,Hershel Goldstein,Wildstorm Universe
386,http://dc.wikia.com/wiki/Hippolyta_Trevor_(New_Earth),Female,"5' 7""",145 lbs (66 kg),"Wonder Woman  #300(February, 1983)","February, 1983",1983,67,145,Hippolyta Trevor,New Earth
387,http://dc.wikia.com/wiki/Hop_Harrigan_(New_Earth),Male,"5' 7""",145 lbs (66 kg),"All-American Comics  #1(April, 1939)","April, 1939",1939,67,145,Hop Harrigan,New Earth
388,http://dc.wikia.com/wiki/Irwin_Schwab_(Prime_Earth),Male,"5' 10""",145 lbs (66 kg),"Channel 52  #1(April, 2013)","April, 2013",2013,70,145,Irwin Schwab,Prime Earth
389,http://dc.wikia.com/wiki/James_Olsen_(New_Earth),Male,"5' 7""",150 lbs (68 kg),"The Man of Steel  #2(October, 1986)","October, 1986",1986,67,150,James Olsen,New Earth
390,http://dc.wikia.com/wiki/Jay_Abrams_(New_Earth),Male,"5' 9"" (using powers 7"")",150 lbs (68 kg),"Justice League of America  #87(February, 1971)","February, 1971",1971,69,150,Jay Abrams,New Earth
391,http://dc.wikia.com/wiki/John_Dandy_(New_Earth),Male,"5' 9""",150 lbs (68 kg),"Doom Patrol Vol 2  #51(January, 1992)","January, 1992",1992,69,150,John Dandy,New Earth
392,http://dc.wikia.com/wiki/Kon-El_(New_Earth),Male,"5' 9"" [1]",150 lbs (68 kg) [1],"Adventures of Superman  #500(June, 1993)","June, 1993",1993,69,150,Kon-El,New Earth
393,http://dc.wikia.com/wiki/Kon-El_(Prime_Earth),Male,"5' 7""",150 lbs (68 kg),"Superboy Vol 6  #1(November, 2011)","November, 2011",2011,67,150,Kon-El,Prime Earth
394,http://dc.wikia.com/wiki/Linda_Danvers_(New_Earth),Female,"5' 11""",150 lbs (68 kg),"Supergirl Vol 4  #1(September, 1996)","September, 1996",1996,71,150,Linda Danvers,New Earth
395,http://dc.wikia.com/wiki/Lonnie_Machin_(New_Earth),Male,"5' 8""",150 lbs (68 kg),"Detective Comics  #608(November, 1989)","November, 1989",1989,68,150,Lonnie Machin,New Earth
396,http://dc.wikia.com/wiki/Louise_Lincoln_(Lego_Batman),Female,"5' 3""",150 lbs (68 kg),Lego Batman 2: DC Super Heroes(June 19 2012),June 19 2012,2012,63,150,Louise Lincoln,Lego Batman
397,http://dc.wikia.com/wiki/Martha_Clark_(New_Earth),Female,"5' 4""",150 lbs (68 kg),"The Man of Steel  #1(October, 1986)","October, 1986",1986,64,150,Martha Clark,New Earth
398,http://dc.wikia.com/wiki/Mylock_Bloodstalker_(Earth-AD),Male,"5' 8""",150 lbs (68 kg),"Kamandi  #52(September, 1977)","September, 1977",1977,68,150,Mylock Bloodstalker,Earth-AD
399,http://dc.wikia.com/wiki/Pol_Krinn_(Pre-Zero_Hour),Male,"5' 9""",150 lbs (68 kg),"Adventure Comics  #335(August, 1965)","August, 1965",1965,69,150,Pol Krinn,Pre-Zero Hour
400,http://dc.wikia.com/wiki/Rachel_Goldman_(Wildstorm_Universe),Female,"6' 2""",150 lbs (68 kg),"Gen 13 Vol 2  #7(December, 1995)","December, 1995",1995,74,150,Rachel Goldman,Wildstorm Universe
401,http://dc.wikia.com/wiki/Rebecca_Paige_(Prime_Earth),Female,"5' 9""",150 lbs (68 kg),"Mother Panic  #1(January, 2017)","January, 2017",2017,69,150,Rebecca Paige,Prime Earth
402,http://dc.wikia.com/wiki/Tenzil_Kem_(Earth-Prime),Male,"5' 10""",150 lbs (68 kg),"Supergirl and the Legion of Super-Heroes  #31(August, 2007)","August, 2007",2007,70,150,Tenzil Kem,Earth-Prime
403,http://dc.wikia.com/wiki/Tenzil_Kem_(Post-Zero_Hour),Male,"5' 10""",150 lbs (68 kg),"Legion of Super-Heroes Vol 4  #63(December, 1994)","December, 1994",1994,70,150,Tenzil Kem,Post-Zero Hour
404,http://dc.wikia.com/wiki/Tenzil_Kem_(Pre-Zero_Hour),Male,"5' 10""",150 lbs (68 kg),"Adventure Comics  #303(December, 1962)","December, 1962",1962,70,150,Tenzil Kem,Pre-Zero Hour
405,http://dc.wikia.com/wiki/Victor_Zsasz_(Arkhamverse),Male,"5' 8""",150 lbs (68 kg),"Batman: Arkham Asylum: The Road to Arkham(August, 2009)","August, 2009",2009,68,150,Victor Zsasz,Arkhamverse
406,http://dc.wikia.com/wiki/Victor_Zsasz_(New_Earth),Male,"5' 8""",150 lbs (68 kg),"Batman: Shadow of the Bat  #1(June, 1992)","June, 1992",1992,68,150,Victor Zsasz,New Earth
407,http://dc.wikia.com/wiki/Victor_Zsasz_(Prime_Earth),Male,"5' 8""",150 lbs (68 kg),"Batman Vol 2  #1(November, 2011)","November, 2011",2011,68,150,Victor Zsasz,Prime Earth
408,http://dc.wikia.com/wiki/Anthony_Woodward_(New_Earth),Male,"7' 8""",1500 lbs (680 kg),"Flash: Iron Heights(August, 2001)","August, 2001",2001,92,150,Anthony Woodward,New Earth
409,http://dc.wikia.com/wiki/Charles_Sweeney_(Wildstorm_Universe),Male,"9' 0""",1500 lbs (680 kg),"WildC.A.T.s  #2(September, 1992)","September, 1992",1992,108,150,Charles Sweeney,Wildstorm Universe
410,http://dc.wikia.com/wiki/Fero_(New_Earth),Male,"5' 9""",151 lbs (68 kg),"Adventure Comics  #425(January, 1973)","January, 1973",1973,69,151,Fero,New Earth
411,http://dc.wikia.com/wiki/Hans_von_Hammer_(New_Earth),Male,"5' 11""",151 lbs (68 kg),"Our Army at War  #151(February, 1965)","February, 1965",1965,71,151,Hans von Hammer,New Earth
412,http://dc.wikia.com/wiki/Steven_Sharpe_III_(New_Earth),Male,"5' 7""",151 lbs (68 kg),"Green Lantern  #12(June, 1944)","June, 1944",1944,67,151,Steven Sharpe III,New Earth
413,http://dc.wikia.com/wiki/Wotan_(New_Earth),Male,"5' 10""",151 lbs (68 kg),"More Fun Comics  #55(May, 1940)","May, 1940",1940,70,151,Wotan,New Earth
414,http://dc.wikia.com/wiki/DeSaad_(New_Earth),Male,"5' 11""",152 lbs (69 kg),"Forever People  #2(May, 1971)","May, 1971",1971,71,152,DeSaad,New Earth
415,http://dc.wikia.com/wiki/DeSaad_(Prime_Earth),Male,"5' 11""",152 lbs (69 kg),"OMAC Vol 4  #5(March, 2012)","March, 2012",2012,71,152,DeSaad,Prime Earth
416,http://dc.wikia.com/wiki/Mercy_Graves_(New_Earth),Female,"6' 0""",152 lbs (69 kg),"Detective Comics  #735(August, 1999)","August, 1999",1999,72,152,Mercy Graves,New Earth
417,http://dc.wikia.com/wiki/Zannah_of_Khera_(WildC.A.T.s_TV_Series),Female,"5' 11""",152 lbs (69 kg),"""Dark Blade Falling""(October, 1994)","October, 1994",1994,71,152,Zannah of Khera,WildC.A.T.s TV Series
418,http://dc.wikia.com/wiki/Byth_Rok_(Earth-One),Male,"5' 9""",154 lbs (70 kg),"Brave and the Bold  #34(March, 1961)","March, 1961",1961,69,154,Byth Rok,Earth-One
419,http://dc.wikia.com/wiki/Byth_Rok_(New_Earth),Male,"5' 9"" [1]",154 lbs (70 kg) [1],"Hawkworld  #1(August, 1989)","August, 1989",1989,69,154,Byth Rok,New Earth
420,http://dc.wikia.com/wiki/Alexander_Montez_(New_Earth),Male,"5' 8""",155 lbs (70 kg),"JSA  #26(September, 2001)","September, 2001",2001,68,155,Alexander Montez,New Earth
421,http://dc.wikia.com/wiki/Alfred_Pennyworth_(Earth-One),Male,"6' 0""",155 lbs (70 kg),"Batman  #92(June, 1955)","June, 1955",1955,72,155,Alfred Pennyworth,Earth-One
