,link,gender,height,weight,firstAppearance,firstAppearanceDate,yearFirstAppeared,heightInInches,weightInPounds,name,universe
1299,http://marvel.wikia.com/wiki/Geldoff_(Earth-1610),Male,"5' 11""",145 lbs (66 kg),"Ultimate Spider-Man  #40(July, 2003)","July, 2003",2003,71,145,Geldoff,Earth-1610
1300,http://marvel.wikia.com/wiki/Hal_Flynt_(Earth-616),Male,"5' 6""",145 lbs (66 kg),"Punisher Vol 2  #98(January, 1995)","January, 1995",1995,66,145,Hal Flynt,Earth-616
1301,http://marvel.wikia.com/wiki/Haroun_ibn_Sallah_al-Rashid_(Earth-616),Male,"5' 7""",145 lbs (66 kg),"New Mutants  #16(June, 1984)","June, 1984",1984,67,145,Haroun ibn Sallah al-Rashid,Earth-616
1302,http://marvel.wikia.com/wiki/Icemaker_(Eurth)_(Earth-616),Male,"5' 8""",145 lbs (66 kg),"Avataars: Covenant of the Shield  #2(October, 2000)","October, 2000",2000,68,145,Icemaker (Eurth),Earth-616
1303,http://marvel.wikia.com/wiki/Ira_Gross_(Earth-616),Male,"5' 9""",145 lbs (66 kg),"Defenders  #101(November, 1981)","November, 1981",1981,69,145,Ira Gross,Earth-616
1304,http://marvel.wikia.com/wiki/Jaine_Cutter_(Earth-616),Female,"5' 11""",145 lbs (66 kg),"Hellstorm  #12(March, 1994)","March, 1994",1994,71,145,Jaine Cutter,Earth-616
1305,http://marvel.wikia.com/wiki/James_Santini_(Earth-616),Male,"5' 6"" (currently); 4'2"" (as Batwing)",145 lbs (66 kg) (currently); 100 lbs. (as Batwing),"Untold Tales of Spider-Man  #2(October, 1995)","October, 1995",1995,66,145,James Santini,Earth-616
1306,http://marvel.wikia.com/wiki/James_Taylor_James_(Earth-616),Male,"5' 7""",145 lbs (66 kg),"Mighty Avengers  #13(July, 2008)","July, 2008",2008,67,145,James Taylor James,Earth-616
1307,http://marvel.wikia.com/wiki/Jean-Pierre_Beaubier_(Earth-616),Male,"6' 2"" (9'7"" as Wendigo)",145 lbs (66 kg) (1800 lbs as Wendigo),"Wolverine Vol 2  #165(August, 2001)","August, 2001",2001,74,145,Jean-Pierre Beaubier,Earth-616
1308,http://marvel.wikia.com/wiki/Jennifer_Swensen_(Earth-148611),Female,"5' 10"" (10'0"" in MAX armor)",145 lbs (66 kg) (300 lbs as Chrome; 1145 lbs in MAX armor),"Spitfire and the Troubleshooters  #1(October, 1986)","October, 1986",1986,70,145,Jennifer Swensen,Earth-148611
1309,http://marvel.wikia.com/wiki/Jon_Kasiya_(Earth-616),Male,"5' 6""",145 lbs (66 kg),"Araña: The Heart of the Spider  #2(April, 2005)","April, 2005",2005,66,145,Jon Kasiya,Earth-616
1310,http://marvel.wikia.com/wiki/Julio_Richter_(Earth-295),Male,"5' 9""",145 lbs (66 kg),"Gambit and the X-Ternals  #1(March, 1995)","March, 1995",1995,69,145,Julio Richter,Earth-295
1311,http://marvel.wikia.com/wiki/Julio_Richter_(Earth-616),Male,"5' 9""",145 lbs (66 kg),"X-Factor  #17(June, 1987)","June, 1987",1987,69,145,Julio Richter,Earth-616
1312,http://marvel.wikia.com/wiki/Julio_Richter_(Earth-95169),Male,"5' 9""",145 lbs (66 kg),"What If? Vol 2  #69(January, 1995)","January, 1995",1995,69,145,Julio Richter,Earth-95169
1313,http://marvel.wikia.com/wiki/Kim_Il_Sung_(Earth-616),Male,"5' 6""",145 lbs (66 kg),"Uncanny X-Men  #210(October, 1986) (Appears in shadow only)Uncanny X-Men  #211(November, 1986)(First full appearance)","November, 1986",1986,66,145,Kim Il Sung,Earth-616
1314,http://marvel.wikia.com/wiki/Kurt_Wagner_(Earth-1298),Male,"5' 9""",145 lbs (66 kg),"Mutant X  #1(October, 1998)","October, 1998",1998,69,145,Kurt Wagner,Earth-1298
1315,http://marvel.wikia.com/wiki/Kurt_Wagner_(Earth-1610),Male,"5' 8""",145 lbs (66 kg),"Ultimate X-Men  #7(August, 2001)","August, 2001",2001,68,145,Kurt Wagner,Earth-1610
1316,http://marvel.wikia.com/wiki/Kurt_Wagner_(Earth-9997),Male,"5' 9""",145 lbs (66 kg),"Earth X  #0(March, 1999)","March, 1999",1999,69,145,Kurt Wagner,Earth-9997
1317,http://marvel.wikia.com/wiki/Kurt_Wagner_(Earth-TRN246),Male,"5' 9""",145 lbs (66 kg),"Deadpool: Killustrated  #1(March, 2013) (Corpse)","March, 2013",2013,69,145,Kurt Wagner,Earth-TRN246
1318,http://marvel.wikia.com/wiki/Leslie_Anne_Shappe_(Earth-616),Female,"5' 8""",145 lbs (66 kg),"Incredible Hulk  #380(April, 1991)","April, 1991",1991,68,145,Leslie Anne Shappe,Earth-616
1319,http://marvel.wikia.com/wiki/Madcap_(Earth-616),Male,"5' 9""",145 lbs (66 kg),"Captain America  #307(July, 1985)","July, 1985",1985,69,145,Madcap,Earth-616
1320,http://marvel.wikia.com/wiki/Martin_Fletcher_(Earth-616),Male,"5' 8""",145 lbs (66 kg),"Uncanny X-Men  #215(March, 1987)","March, 1987",1987,68,145,Martin Fletcher,Earth-616
1321,http://marvel.wikia.com/wiki/Mechamage_(Earth-616),Female,"6' 1""",145 lbs (66 kg),"Fantastic Four Annual  #1999(November, 1999)","November, 1999",1999,73,145,Mechamage,Earth-616
1322,http://marvel.wikia.com/wiki/Melina_Vostokoff_(Earth-616),Female,"5' 9""",145 lbs (66 kg),"Marvel Fanfare  #11(November, 1983)","November, 1983",1983,69,145,Melina Vostokoff,Earth-616
1323,http://marvel.wikia.com/wiki/Melissa_Gold_(Earth-616),Female,"5' 5""",145 lbs (66 kg),"Marvel Two-In-One  #54(August, 1979) (as Screaming Mimi)Incredible Hulk  #449(January, 1997)(as Songbird)","January, 1997",1997,65,145,Melissa Gold,Earth-616
1324,http://marvel.wikia.com/wiki/Melissa_Gold_(Earth-98120),Female,"5' 5""",145 lbs (66 kg),"Avengers: Forever  #1(December, 1998)","December, 1998",1998,65,145,Melissa Gold,Earth-98120
1325,http://marvel.wikia.com/wiki/Melissa_Gold_(Earth-TRN012),Female,"5' 5""",145 lbs (66 kg),"Marvel Future Fight(April 30, 2015)","April 30, 2015",2015,65,145,Melissa Gold,Earth-TRN012
1326,http://marvel.wikia.com/wiki/Melissa_Hanover_(Earth-712),Female,"5' 4"" (5'8"" illusory)",145 lbs (66 kg) (130 lbs illusory),"Squadron Supreme  #10(June, 1986)","June, 1986",1986,64,145,Melissa Hanover,Earth-712
1327,http://marvel.wikia.com/wiki/Mocuepa_Tlalticpactli_(Earth-616),Male,"5' 8""",145 lbs (66 kg),"Strange Tales  #88(September, 1961)","September, 1961",1961,68,145,Mocuepa Tlalticpactli,Earth-616
1328,http://marvel.wikia.com/wiki/Mort_Graves_(Earth-616),Male,"5' 7""",145 lbs (66 kg),"Mort the Dead Teenager  #1(December, 1993)","December, 1993",1993,67,145,Mort Graves,Earth-616
1329,http://marvel.wikia.com/wiki/Mountjoy_(Earth-1191),Male,"5' 8""",145 lbs (66 kg),"Bishop  #1(December, 1994)","December, 1994",1994,68,145,Mountjoy,Earth-1191
1330,http://marvel.wikia.com/wiki/Mzungu_(Earth-616),Male,"5' 9""",145 lbs (66 kg),"X-Men: The Hidden Years  #6(May, 2000)","May, 2000",2000,69,145,Mzungu,Earth-616
1331,http://marvel.wikia.com/wiki/Namora_(Earth-2189),Female,"5' 7""",145 lbs (66 kg),"Exiles  #46(July, 2004)","July, 2004",2004,67,145,Namora,Earth-2189
1332,http://marvel.wikia.com/wiki/Narya_(Earth-616),Female,"5' 10"" (Variable)",145 lbs (66 kg) (Variable),"X-Men  #120(April, 1979)","April, 1979",1979,70,145,Narya,Earth-616
1333,http://marvel.wikia.com/wiki/Nekra_Sinclair_(Earth-616),Female,"5' 11""",145 lbs (66 kg),"Shanna, The She-Devil  #5(August, 1973)","August, 1973",1973,71,145,Nekra Sinclair,Earth-616
1334,http://marvel.wikia.com/wiki/Nikki_Doyle_(Earth-8410),Female,"5' 9""",145 lbs (66 kg),"WildThing  #1(April, 1993)","April, 1993",1993,69,145,Nikki Doyle,Earth-8410
1335,http://marvel.wikia.com/wiki/Ororo_Munroe_(Earth-616),Female,"5' 11""",145 lbs (66 kg),"Giant-Size X-Men  #1(May, 1975)","May, 1975",1975,71,145,Ororo Munroe,Earth-616
1336,http://marvel.wikia.com/wiki/Ororo_Munroe_(Earth-81727),Female,"5' 11""",145 lbs (66 kg),"What If?  #27(July, 1981)","July, 1981",1981,71,145,Ororo Munroe,Earth-81727
1337,http://marvel.wikia.com/wiki/Ororo_Munroe_(Earth-TRN012),Female,"5' 11""",145 lbs (66 kg),"Marvel Future Fight(April 30, 2015)","April 30, 2015",2015,71,145,Ororo Munroe,Earth-TRN012
1338,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-1012),Male,"5' 8""",145 lbs (66 kg),"X-Men: Millennial Visions  #2000(August, 2000)","August, 2000",2000,68,145,Robert Drake,Earth-1012
1339,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-1015),Male,"5' 8""",145 lbs (66 kg),"X-Men: Millennial Visions  #2000(August, 2000)","August, 2000",2000,68,145,Robert Drake,Earth-1015
1340,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-1031),Male,"5' 8""",145 lbs (66 kg),"X-Men: Millennial Visions  #2001(January, 2002)","January, 2002",2002,68,145,Robert Drake,Earth-1031
1341,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-1034),Male,"5' 8""",145 lbs (66 kg),"X-Men: Millennial Visions  #2001(January, 2002)","January, 2002",2002,68,145,Robert Drake,Earth-1034
1342,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-1036),Male,"5' 8""",145 lbs (66 kg),"X-Men: Millennial Visions  #2001(January, 2002)","January, 2002",2002,68,145,Robert Drake,Earth-1036
1343,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-1081),Male,"5' 8""",145 lbs (66 kg),"Exiles  #1(August, 2001)","August, 2001",2001,68,145,Robert Drake,Earth-1081
1344,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-11080),Male,"5' 8""",145 lbs (66 kg),"Marvel Universe Vs. The Punisher  #3(November, 2010)","November, 2010",2010,68,145,Robert Drake,Earth-11080
1345,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-11326),Male,"5' 8""",145 lbs (66 kg),"X-Men: Legacy  #245(April, 2011)","April, 2011",2011,68,145,Robert Drake,Earth-11326
1346,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-11418),Male,"5' 8""",145 lbs (66 kg),"Captain America Corps  #3(October, 2011)","October, 2011",2011,68,145,Robert Drake,Earth-11418
1347,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-12467),Male,"5' 8""",145 lbs (66 kg),"Cable & Deadpool  #46(December, 2007)","December, 2007",2007,68,145,Robert Drake,Earth-12467
1348,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-1298),Male,"5' 8""",145 lbs (66 kg),"Mutant X  #1(October, 1998)","October, 1998",1998,68,145,Robert Drake,Earth-1298
1349,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-200524),Male,"5' 8""",145 lbs (66 kg),"Wha...Huh?  #1(October, 2005)","October, 2005",2005,68,145,Robert Drake,Earth-200524
1350,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-205117),Male,"5' 8""",145 lbs (66 kg),"X-Men: Mutant Wars(November 7, 2000)","November 7, 2000",2000,68,145,Robert Drake,Earth-205117
1351,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-2081),Male,"5' 8""",145 lbs (66 kg),"Incredible Hulk: The End  #1(August, 2002)","August, 2002",2002,68,145,Robert Drake,Earth-2081
1352,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-21110),Male,"5' 8""",145 lbs (66 kg),"Shame Itself  #1(January, 2012)","January, 2012",2012,68,145,Robert Drake,Earth-21110
1353,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-2189),Male,"5' 8""",145 lbs (66 kg),"Exiles  #47(July, 2004)","July, 2004",2004,68,145,Robert Drake,Earth-2189
1354,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-21993),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #46(February, 1993)","February, 1993",1993,68,145,Robert Drake,Earth-21993
1355,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-28918),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #29(September, 1991)","September, 1991",1991,68,145,Robert Drake,Earth-28918
1356,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-39259),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #59(March, 1994)","March, 1994",1994,68,145,Robert Drake,Earth-39259
1357,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-5700),Male,"5' 8""",145 lbs (66 kg),"Weapon X: Days of Future Now  #2(October, 2005)","October, 2005",2005,68,145,Robert Drake,Earth-5700
1358,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-57780),Male,"5' 8""",145 lbs (66 kg),"Spidey Super Stories  #6(March, 1975)","March, 1975",1975,68,145,Robert Drake,Earth-57780
1359,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-58163),Male,"5' 8""",145 lbs (66 kg),"Black Panther Vol 4  #7(October, 2005)","October, 2005",2005,68,145,Robert Drake,Earth-58163
1360,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-616),Male,"5' 8""",145 lbs (66 kg),"X-Men  #1(September, 1963)","September, 1963",1963,68,145,Robert Drake,Earth-616
1361,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-63124),Male,"5' 8""",145 lbs (66 kg),"Mythos  #1(March, 2006)","March, 2006",2006,68,145,Robert Drake,Earth-63124
1362,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-689),Male,"5' 8""",145 lbs (66 kg),"Avengers Annual  #2(September, 1968)","September, 1968",1968,68,145,Robert Drake,Earth-689
1363,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-70105),Male,"5' 8""",145 lbs (66 kg),"Bullet Points  #5(May, 2007)","May, 2007",2007,68,145,Robert Drake,Earth-70105
1364,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-77995),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #77(September, 1995)","September, 1995",1995,68,145,Robert Drake,Earth-77995
1365,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-80219),Male,"5' 8""",145 lbs (66 kg),"What If?  #19(February, 1980)","February, 1980",1980,68,145,Robert Drake,Earth-80219
1366,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-804),Male,"5' 8""",145 lbs (66 kg),"What If?  #20(April, 1980)","April, 1980",1980,68,145,Robert Drake,Earth-804
1367,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-807128),Male,"5' 8""",145 lbs (66 kg),"Wolverine Vol 3  #70(February, 2009)","February, 2009",2009,68,145,Robert Drake,Earth-807128
1368,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-811),Male,"5' 8""",145 lbs (66 kg),"X-Men  #141(January, 1981)","January, 1981",1981,68,145,Robert Drake,Earth-811
1369,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-81727),Male,"5' 8""",145 lbs (66 kg),"What If?  #27(July, 1981)","July, 1981",1981,68,145,Robert Drake,Earth-81727
1370,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-820231),Male,"5' 8""",145 lbs (66 kg),"What If?  #31(February, 1982)","February, 1982",1982,68,145,Robert Drake,Earth-820231
1371,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-8320),Male,"5' 8""",145 lbs (66 kg),"What If?  #37(February, 1983)","February, 1983",1983,68,145,Robert Drake,Earth-8320
1372,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-89112),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #6(November, 1989)","November, 1989",1989,68,145,Robert Drake,Earth-89112
1373,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-90110),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #19(November, 1990)","November, 1990",1990,68,145,Robert Drake,Earth-90110
1374,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-90211),Male,"5' 8""",145 lbs (66 kg),"What If? Wolverine: Father  #1(February, 2011)","February, 2011",2011,68,145,Robert Drake,Earth-90211
1375,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-905),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #13(May, 1990)","May, 1990",1990,68,145,Robert Drake,Earth-905
1376,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-9112),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #32(December, 1991)","December, 1991",1991,68,145,Robert Drake,Earth-9112
1377,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-92100),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #42(October, 1992)","October, 1992",1992,68,145,Robert Drake,Earth-92100
1378,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-938),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #52(August, 1993)","August, 1993",1993,68,145,Robert Drake,Earth-938
1379,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-94040),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #60(April, 1994)","April, 1994",1994,68,145,Robert Drake,Earth-94040
1380,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-94041),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #60(April, 1994)","April, 1994",1994,68,145,Robert Drake,Earth-94041
1381,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-94964),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #65(September, 1994)","September, 1994",1994,68,145,Robert Drake,Earth-94964
1382,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-95120),Male,"5' 8""",145 lbs (66 kg),"Marvel Riot  #1(December, 1995)","December, 1995",1995,68,145,Robert Drake,Earth-95120
1383,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-95126),Male,"5' 8""",145 lbs (66 kg),"Punisher Kills the Marvel Universe  #1(November, 1995)","November, 1995",1995,68,145,Robert Drake,Earth-95126
1384,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-95169),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #69(January, 1995)","January, 1995",1995,68,145,Robert Drake,Earth-95169
1385,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-957),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #75(July, 1995)","July, 1995",1995,68,145,Robert Drake,Earth-957
1386,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-9590),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #79(November, 1995)","November, 1995",1995,68,145,Robert Drake,Earth-9590
1387,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-9684),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #84(April, 1996)","April, 1996",1996,68,145,Robert Drake,Earth-9684
1388,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-97193),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #93(January, 1997)","January, 1997",1997,68,145,Robert Drake,Earth-97193
1389,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-9916),Male,"5' 8""",145 lbs (66 kg),"What If? Vol 2  #5(November, 1989)","November, 1989",1989,68,145,Robert Drake,Earth-9916
1390,http://marvel.wikia.com/wiki/Robert_Drake_(Earth-TRN237),Male,"5' 8""",145 lbs (66 kg),"X-Factor Forever  #1(May, 2010)","May, 2010",2010,68,145,Robert Drake,Earth-TRN237
1391,http://marvel.wikia.com/wiki/Roberto_Trefusis_(Earth-311),Male,"5' 8""",145 lbs (66 kg),"Marvel 1602  #1(November, 2003)","November, 2003",2003,68,145,Roberto Trefusis,Earth-311
1392,http://marvel.wikia.com/wiki/Salo_(Earth-616),Male,"5' 5""",145 lbs (66 kg),"Annihilation: Super-Skrull  #1(June, 2006)","June, 2006",2006,65,145,Salo,Earth-616
1393,http://marvel.wikia.com/wiki/Steven_Harmon_(Earth-616),Male,"5' 7"" (Harmon); variable (Slapstick)",145 lbs (66 kg) (Harmon); variable (Slapstick),"Slapstick  #1(November, 1992)","November, 1992",1992,67,145,Steven Harmon,Earth-616
1394,http://marvel.wikia.com/wiki/Sundance_(Earth-616),Male,"5' 6""",145 lbs (66 kg),"Thor  #370(August, 1986)","August, 1986",1986,66,145,Sundance,Earth-616
1395,http://marvel.wikia.com/wiki/Vincente_Fortunato_(Earth-616),Male,"5' 6""",145 lbs (66 kg),"Spider-Man  #70(July, 1996)","July, 1996",1996,66,145,Vincente Fortunato,Earth-616
1396,http://marvel.wikia.com/wiki/Wanda_Lensherr_(Earth-1610),Female,"5' 9""",145 lbs (66 kg),"Ultimate X-Men  #1(February, 2001)","February, 2001",2001,69,145,Wanda Lensherr,Earth-1610
1397,http://marvel.wikia.com/wiki/Wayne_Tucker_(Earth-148611),Male,"5' 8""",145 lbs (66 kg),"Psi-Force  #1(November, 1986)","November, 1986",1986,68,145,Wayne Tucker,Earth-148611
1398,http://marvel.wikia.com/wiki/Wilhelm_Lohmer_(Earth-616),Male,"5' 10"" (Lohmer) 6'6"" (Master Man)",145 lbs (66 kg) (Lohmer) 350 lbs. (Master Man),"Giant-Size Invaders  #1(June, 1975)","June, 1975",1975,70,145,Wilhelm Lohmer,Earth-616
1399,http://marvel.wikia.com/wiki/Yabbat_Ummon_Turru_(Earth-1365),Female,"5' 11""",145 lbs (66 kg),"New Avengers Vol 3  #1(March, 2013)","March, 2013",2013,71,145,Yabbat Ummon Turru,Earth-1365
1400,http://marvel.wikia.com/wiki/Jack_Jameson_(Earth-982),Male,"5' 9""",146 lbs (66 kg),"Spider-Girl  #12(September, 1999) (as JJ)Spider-Girl Annual  #1999(September, 1999)(as Buzz)","September, 1999",1999,69,146,Jack Jameson,Earth-982
1401,http://marvel.wikia.com/wiki/Kevin_Ford_(Earth-58163),Male,"5' 8""",146 lbs (66 kg),"New X-Men Vol 2  #17(October, 2005)","October, 2005",2005,68,146,Kevin Ford,Earth-58163
1402,http://marvel.wikia.com/wiki/Kevin_Ford_(Earth-616),Male,"5' 8""",146 lbs (66 kg),"New Mutants Vol 2  #3(September, 2003)","September, 2003",2003,68,146,Kevin Ford,Earth-616
1403,http://marvel.wikia.com/wiki/Marla_Madison_(Earth-616),Female,"5' 9""",146 lbs (66 kg),"Amazing Spider-Man  #162(November, 1976)","November, 1976",1976,69,146,Marla Madison,Earth-616
1404,http://marvel.wikia.com/wiki/Ogun_(Ninja)_(Earth-616),Male,"5' 9"" (Variable in spirit form)",146 lbs (66 kg) (Inapplicable in spirit form),"Kitty Pryde and Wolverine  #1(November, 1984)","November, 1984",1984,69,146,Ogun (Ninja),Earth-616
1405,http://marvel.wikia.com/wiki/Virago_(Earth-616),Female,"5' 8"" (10' as She-Beast)",146 lbs (66 kg) (692 lbs as She-Beast),"Sub-Mariner  #64(August, 1973)","August, 1973",1973,68,146,Virago,Earth-616
1406,http://marvel.wikia.com/wiki/Arthur_Chekov_(Earth-616),Male,"5' 7""",147 lbs (67 kg),"Marvel Team-Up  #124(December, 1982)","December, 1982",1982,67,147,Arthur Chekov,Earth-616
1407,http://marvel.wikia.com/wiki/Arthur_Chekov_(Earth-8417),Male,"5' 7""",147 lbs (67 kg),"Marvel Team-Up  #137(January, 1984)","January, 1984",1984,67,147,Arthur Chekov,Earth-8417
1408,http://marvel.wikia.com/wiki/Carlton_LaFroyge_(Earth-616),Male,"5' 4""",147 lbs (67 kg),"New Warriors Annual  #3(May, 1993)","May, 1993",1993,64,147,Carlton LaFroyge,Earth-616
1409,http://marvel.wikia.com/wiki/Harold_Osborn_(Earth-TRN376),Male,"5' 8""",147 lbs (67 kg),The Amazing Spider-Man 2 (2014 video game)(),2014,2014,68,147,Harold Osborn,Earth-TRN376
1410,http://marvel.wikia.com/wiki/Johnathon_Gallo_(Earth-616),Male,"5' 8""",147 lbs (67 kg),"Slingers  #0(September, 1998)","September, 1998",1998,68,147,Johnathon Gallo,Earth-616
1411,http://marvel.wikia.com/wiki/KalAOL_(Earth-3131),Male,"5' 10""",147 lbs (67 kg),"Marville  #1(November, 2002)","November, 2002",2002,70,147,KalAOL,Earth-3131
1412,http://marvel.wikia.com/wiki/X23_(Earth-11052),Female,"5' 3""",147 lbs (67 kg),"""X23""(August 2, 2003)","August 2, 2003",2003,63,147,X23,Earth-11052
1413,http://marvel.wikia.com/wiki/Zak-Del_(Earth-616),Male,"5' 7""",147 lbs (67 kg),"Annihilation: Conquest Prologue  #1(August, 2007)","August, 2007",2007,67,147,Zak-Del,Earth-616
1414,http://marvel.wikia.com/wiki/Ezekiel_Stane_(Earth-616),Male,"5' 10""",148 lbs (67 kg),"The Order Vol 2  #8(April, 2008)","April, 2008",2008,70,148,Ezekiel Stane,Earth-616
1415,http://marvel.wikia.com/wiki/Grasshopper_(Unnamed)_(Earth-616),Male,"5' 7""",148 lbs (67 kg),"Deadpool GLI - Summer Fun Spectacular  #1(September, 2007)","September, 2007",2007,67,148,Grasshopper (Unnamed),Earth-616
1416,http://marvel.wikia.com/wiki/Rumor_(Earth-616),Male,"5' 9""",148 lbs (67 kg),"Marvel: The Lost Generation  #5(October, 2000)","October, 2000",2000,69,148,Rumor,Earth-616
1417,http://marvel.wikia.com/wiki/Vanessa_Carlysle_(Earth-295),Female,"6' 0"" (variable)",148 lbs (67 kg),"Amazing X-Men  #1(March, 1995)","March, 1995",1995,72,148,Vanessa Carlysle,Earth-295
1418,http://marvel.wikia.com/wiki/Vanessa_Carlysle_(Earth-616),Female,"6' 0"" (variable)",148 lbs (67 kg),"New Mutants  #98(February, 1991) (Posing as Domino)X-Force  #11(June, 1992)(as Vanessa)X-Force  #19(February, 1993)(true form)Deadpool: The Circle Chase  #2(September, 1993)(as Copycat)","September, 1993",1993,72,148,Vanessa Carlysle,Earth-616
1419,http://marvel.wikia.com/wiki/Aleta_Ogord_(Earth-691),Female,"6' 0""",149 lbs (68 kg),"Defenders  #29(November, 1975)","November, 1975",1975,72,149,Aleta Ogord,Earth-691
1420,http://marvel.wikia.com/wiki/Alistaire_Armstrong_(Earth-616),Male,"6' 0""",149 lbs (68 kg),"Deadpool  #9(October, 1997)","October, 1997",1997,72,149,Alistaire Armstrong,Earth-616
1421,http://marvel.wikia.com/wiki/Azazel_(Earth-616),Male,"6' 0""",149 lbs (68 kg),"Uncanny X-Men  #428(October, 2003)","October, 2003",2003,72,149,Azazel,Earth-616
1422,http://marvel.wikia.com/wiki/Jonathan_Logan_(Earth-616),Male,"5' 7""",149 lbs (68 kg),"Dazzler  #20(October, 1982)","October, 1982",1982,67,149,Jonathan Logan,Earth-616
1423,http://marvel.wikia.com/wiki/Terry_Vance_(Earth-616),Male,"5' 7""",149 lbs (68 kg),"Marvel Mystery Comics  #10(August, 1940)","August, 1940",1940,67,149,Terry Vance,Earth-616
1424,http://marvel.wikia.com/wiki/Hadad_(Earth-616),Male,"9' 3""",1490 lbs (676 kg),"Tower of Shadows  #7(September, 1970) (Mentioned)Wolverine Vol 2  #11(September, 1989)","September, 1989",1989,111,149,Hadad,Earth-616
1425,http://marvel.wikia.com/wiki/Baby_Karen_(Earth-616),Female,"1' 6""",15 lbs (7 kg),"Daredevil Vol 2  #1(November, 1998)","November, 1998",1998,18,15,Baby Karen,Earth-616
1426,http://marvel.wikia.com/wiki/Albert_Gaines_(Earth-13034),Male,"5' 10""",150 lbs (68 kg),"Avengers Vol 5  #4(March, 2013)","March, 2013",2013,70,150,Albert Gaines,Earth-13034
1427,http://marvel.wikia.com/wiki/Albert_Gaines_(Earth-712),Male,"5' 10""",150 lbs (68 kg),"Defenders  #112(October, 1982)","October, 1982",1982,70,150,Albert Gaines,Earth-712
